iso_code,country,year,wash_access
TJK,Tajikistan,2013,50.209576
TJK,Tajikistan,2014,51.049465
TJK,Tajikistan,2015,51.88727
TJK,Tajikistan,2016,52.722847
TJK,Tajikistan,2017,53.555912
TJK,Tajikistan,2018,54.38607
TJK,Tajikistan,2019,55.21331
TJK,Tajikistan,2020,55.236866
TJK,Tajikistan,2021,55.26317
TJK,Tajikistan,2022,55.2921
TZA,Tanzania,2000,1.4304467
TZA,Tanzania,2001,1.4734219
TZA,Tanzania,2002,1.5173562
TZA,Tanzania,2003,1.575071
TZA,Tanzania,2004,2.2779095
TZA,Tanzania,2005,3.0322132
TZA,Tanzania,2006,3.840234
TZA,Tanzania,2007,5.4745736
TZA,Tanzania,2008,7.010434
TZA,Tanzania,2009,7.4836664
TZA,Tanzania,2010,7.7577424
TZA,Tanzania,2011,8.03602
TZA,Tanzania,2012,8.318959
TZA,Tanzania,2013,8.605993
TZA,Tanzania,2014,8.896538
TZA,Tanzania,2015,9.190618
TZA,Tanzania,2016,9.487834
TZA,Tanzania,2017,9.788418
TZA,Tanzania,2018,10.092174
TZA,Tanzania,2019,10.398679
TZA,Tanzania,2020,10.708383
TZA,Tanzania,2021,11.020632
TZA,Tanzania,2022,11.335652
TGO,Togo,2000,7.4459686
TGO,Togo,2001,7.565112
TGO,Togo,2002,7.6856384
TGO,Togo,2003,7.807324
TGO,Togo,2004,7.9301753
TGO,Togo,2005,8.0539665
TGO,Togo,2006,8.178931
TGO,Togo,2007,8.305075
TGO,Togo,2008,8.432631
TGO,Togo,2009,8.560682
TGO,Togo,2010,8.690156
TGO,Togo,2011,13.099692
TGO,Togo,2012,15.1638365
TGO,Togo,2013,15.604844
TGO,Togo,2014,16.050573
TGO,Togo,2015,16.501093
TGO,Togo,2016,16.957457
TGO,Togo,2017,17.419529
TGO,Togo,2018,17.88741
TGO,Togo,2019,18.361204
TGO,Togo,2020,18.841017
TGO,Togo,2021,19.129435
TGO,Togo,2022,19.417791
TON,Tonga,2000,29.241148
TON,Tonga,2001,29.248959
TON,Tonga,2002,29.256502
TON,Tonga,2003,29.264315
TON,Tonga,2004,29.272127
TON,Tonga,2005,29.293966
TON,Tonga,2006,29.316097
TON,Tonga,2007,29.34204
TON,Tonga,2008,29.370996
TON,Tonga,2009,29.399992
TON,Tonga,2010,29.429035
TON,Tonga,2011,29.458118
TON,Tonga,2012,29.470346
TON,Tonga,2013,29.470287
TON,Tonga,2014,29.469913
TON,Tonga,2015,29.46977
TON,Tonga,2016,29.469585
TON,Tonga,2017,29.46936
TON,Tonga,2018,29.473215
TON,Tonga,2019,29.480894
TON,Tonga,2020,29.492964
TON,Tonga,2021,29.508621
TON,Tonga,2022,29.528702
TUN,Tunisia,2000,71.81362
TUN,Tunisia,2001,72.11097
TUN,Tunisia,2002,72.404655
TUN,Tunisia,2003,72.695
TUN,Tunisia,2004,72.97705
TUN,Tunisia,2005,73.23371
TUN,Tunisia,2006,73.4881
TUN,Tunisia,2007,73.739655
TUN,Tunisia,2008,73.98867
TUN,Tunisia,2009,74.23517
TUN,Tunisia,2010,74.47888
TUN,Tunisia,2011,74.720375
TUN,Tunisia,2012,75.14003
TUN,Tunisia,2013,75.556335
TUN,Tunisia,2014,75.97002
TUN,Tunisia,2015,76.382576
TUN,Tunisia,2016,76.71289
TUN,Tunisia,2017,76.03084
TUN,Tunisia,2018,75.33632
TUN,Tunisia,2019,74.62857
TUN,Tunisia,2020,73.90693
TUN,Tunisia,2021,74.10628
TUN,Tunisia,2022,74.30346
TKM,Turkmenistan,2000,66.66759
TKM,Turkmenistan,2001,67.85869
TKM,Turkmenistan,2002,69.06092
TKM,Turkmenistan,2003,70.27369
TKM,Turkmenistan,2004,71.496735
TKM,Turkmenistan,2005,73.17299
TKM,Turkmenistan,2006,74.86708
TKM,Turkmenistan,2007,76.57837
TKM,Turkmenistan,2008,78.305244
TKM,Turkmenistan,2009,80.04745
TKM,Turkmenistan,2010,81.80358
TKM,Turkmenistan,2011,83.57267
TKM,Turkmenistan,2012,85.35386
TKM,Turkmenistan,2013,87.14607
TKM,Turkmenistan,2014,88.94335
TKM,Turkmenistan,2015,90.74768
TKM,Turkmenistan,2016,92.284996
TKM,Turkmenistan,2017,93.680885
TKM,Turkmenistan,2018,94.79053
TKM,Turkmenistan,2019,94.81207
TKM,Turkmenistan,2020,94.834236
TKM,Turkmenistan,2021,94.857056
TKM,Turkmenistan,2022,94.88054
TCA,Turks and Caicos Islands,2016,47.22444
TCA,Turks and Caicos Islands,2017,47.197113
TCA,Turks and Caicos Islands,2018,47.17152
TCA,Turks and Caicos Islands,2019,47.147655
TCA,Turks and Caicos Islands,2020,47.125336
TCA,Turks and Caicos Islands,2021,47.104477
TCA,Turks and Caicos Islands,2022,47.085075
TUV,Tuvalu,2000,7.6698003
TUV,Tuvalu,2001,7.6926575
TUV,Tuvalu,2002,7.7155676
TUV,Tuvalu,2003,7.759011
TUV,Tuvalu,2004,7.813006
TUV,Tuvalu,2005,7.866956
TUV,Tuvalu,2006,7.9209642
TUV,Tuvalu,2007,7.974978
TUV,Tuvalu,2008,8.028998
TUV,Tuvalu,2009,8.08277
TUV,Tuvalu,2010,8.136395
TUV,Tuvalu,2011,8.189875
TUV,Tuvalu,2012,8.243206
TUV,Tuvalu,2013,8.296086
TUV,Tuvalu,2014,8.347595
TUV,Tuvalu,2015,8.397683
TUV,Tuvalu,2016,8.4463
TUV,Tuvalu,2017,8.49339
TUV,Tuvalu,2018,8.53906
TUV,Tuvalu,2019,8.583255
TUV,Tuvalu,2020,8.6259775
TUV,Tuvalu,2021,8.667276
TUV,Tuvalu,2022,8.707101
UGA,Uganda,2000,2.296263
UGA,Uganda,2001,2.7350252
UGA,Uganda,2002,3.2775626
UGA,Uganda,2003,3.8409495
UGA,Uganda,2004,4.4255567
UGA,Uganda,2005,5.030759
UGA,Uganda,2006,5.6577106
UGA,Uganda,2007,6.305953
UGA,Uganda,2008,6.976078
UGA,Uganda,2009,7.6677732
UGA,Uganda,2010,8.381659
UGA,Uganda,2011,9.117634
UGA,Uganda,2012,9.8761015
UGA,Uganda,2013,10.656369
UGA,Uganda,2014,11.45966
UGA,Uganda,2015,12.2855425
UGA,Uganda,2016,13.133509
UGA,Uganda,2017,14.00361
UGA,Uganda,2018,14.895238
UGA,Uganda,2019,15.809382
UGA,Uganda,2020,16.74508
UGA,Uganda,2021,17.702316
UGA,Uganda,2022,18.681423
UKR,Ukraine,2000,66.53978
UKR,Ukraine,2001,66.55705
UKR,Ukraine,2002,66.62774
UKR,Ukraine,2003,66.73623
UKR,Ukraine,2004,69.34845
UKR,Ukraine,2005,71.9575
UKR,Ukraine,2006,74.53521
UKR,Ukraine,2007,77.09165
UKR,Ukraine,2008,79.62727
UKR,Ukraine,2009,82.14158
UKR,Ukraine,2010,84.61851
UKR,Ukraine,2011,87.0901
UKR,Ukraine,2012,89.55655
UKR,Ukraine,2013,89.5572
UKR,Ukraine,2014,89.013596
UKR,Ukraine,2015,88.84098
UKR,Ukraine,2016,88.66827
UKR,Ukraine,2017,88.49545
UKR,Ukraine,2018,88.32258
UKR,Ukraine,2019,88.149864
UKR,Ukraine,2020,87.9775
UKR,Ukraine,2021,87.769394
UKR,Ukraine,2022,87.62073
GBR,United Kingdom,2000,100
GBR,United Kingdom,2001,100
GBR,United Kingdom,2002,100
GBR,United Kingdom,2003,100
GBR,United Kingdom,2004,100
GBR,United Kingdom,2005,100
GBR,United Kingdom,2006,99.99818
GBR,United Kingdom,2007,99.98605
GBR,United Kingdom,2008,99.97393
GBR,United Kingdom,2009,99.9618
GBR,United Kingdom,2010,99.94968
GBR,United Kingdom,2011,99.937546
GBR,United Kingdom,2012,99.92542
GBR,United Kingdom,2013,99.91329
GBR,United Kingdom,2014,99.90116
GBR,United Kingdom,2015,99.88904
GBR,United Kingdom,2016,99.87691
GBR,United Kingdom,2017,99.864784
GBR,United Kingdom,2018,99.85265
GBR,United Kingdom,2019,99.84053
GBR,United Kingdom,2020,99.82841
GBR,United Kingdom,2021,99.81628
GBR,United Kingdom,2022,99.804146
USA,United States,2005,95.35509
USA,United States,2006,95.364395
USA,United States,2007,95.37364
USA,United States,2008,95.382835
USA,United States,2009,95.391975
USA,United States,2010,95.55789
USA,United States,2011,95.72309
USA,United States,2012,95.88738
USA,United States,2013,96.050804
USA,United States,2014,96.213264
USA,United States,2015,96.37471
USA,United States,2016,96.535065
USA,United States,2017,96.69435
USA,United States,2018,96.85243
USA,United States,2019,97.00933
USA,United States,2020,97.164955
USA,United States,2021,97.3193
USA,United States,2022,97.46839
VIR,United States Virgin Islands,2000,97.58309
VIR,United States Virgin Islands,2001,97.6125
VIR,United States Virgin Islands,2002,97.641914
VIR,United States Virgin Islands,2003,97.671326
VIR,United States Virgin Islands,2004,97.70074
VIR,United States Virgin Islands,2005,97.73014
VIR,United States Virgin Islands,2006,97.75955
VIR,United States Virgin Islands,2007,97.78896
VIR,United States Virgin Islands,2008,97.818375
VIR,United States Virgin Islands,2009,97.847786
VIR,United States Virgin Islands,2010,97.8772
VIR,United States Virgin Islands,2011,97.90661
VIR,United States Virgin Islands,2012,97.93601
VIR,United States Virgin Islands,2013,97.93601
VIR,United States Virgin Islands,2014,97.936005
VIR,United States Virgin Islands,2015,97.936
VIR,United States Virgin Islands,2016,97.936
VIR,United States Virgin Islands,2017,97.936
VIR,United States Virgin Islands,2018,97.936
VIR,United States Virgin Islands,2019,97.936
VIR,United States Virgin Islands,2020,97.936
,Upper-middle-income countries,2000,69.02202
,Upper-middle-income countries,2001,69.26153
,Upper-middle-income countries,2002,70.20835
,Upper-middle-income countries,2003,70.88645
,Upper-middle-income countries,2004,71.548485
,Upper-middle-income countries,2005,72.19998
,Upper-middle-income countries,2006,72.84391
,Upper-middle-income countries,2007,73.47463
,Upper-middle-income countries,2008,74.075935
,Upper-middle-income countries,2009,74.65375
,Upper-middle-income countries,2010,75.21376
,Upper-middle-income countries,2011,75.74299
,Upper-middle-income countries,2012,76.24762
,Upper-middle-income countries,2013,76.78368
,Upper-middle-income countries,2014,77.306816
,Upper-middle-income countries,2015,77.816414
,Upper-middle-income countries,2016,78.30668
,Upper-middle-income countries,2017,78.78416
,Upper-middle-income countries,2018,79.22915
,Upper-middle-income countries,2019,79.64304
,Upper-middle-income countries,2020,80.01458
,Upper-middle-income countries,2021,80.352615
,Upper-middle-income countries,2022,80.620705
UZB,Uzbekistan,2000,53.767487
UZB,Uzbekistan,2001,55.114872
UZB,Uzbekistan,2002,56.45625
UZB,Uzbekistan,2003,57.790802
UZB,Uzbekistan,2004,59.117764
UZB,Uzbekistan,2005,60.436913
UZB,Uzbekistan,2006,61.74851
UZB,Uzbekistan,2007,63.051826
UZB,Uzbekistan,2008,64.34665
UZB,Uzbekistan,2009,65.632355
UZB,Uzbekistan,2010,66.90957
UZB,Uzbekistan,2011,68.066696
UZB,Uzbekistan,2012,69.11726
UZB,Uzbekistan,2013,70.178894
UZB,Uzbekistan,2014,71.251625
UZB,Uzbekistan,2015,72.33551
UZB,Uzbekistan,2016,73.430595
UZB,Uzbekistan,2017,74.53692
UZB,Uzbekistan,2018,75.66172
UZB,Uzbekistan,2019,76.77456
UZB,Uzbekistan,2020,77.788475
UZB,Uzbekistan,2021,78.8126
UZB,Uzbekistan,2022,79.8453
VNM,Vietnam,2000,45.639004
VNM,Vietnam,2001,46.203968
VNM,Vietnam,2002,46.769115
VNM,Vietnam,2003,47.3329
VNM,Vietnam,2004,47.896313
VNM,Vietnam,2005,48.458206
VNM,Vietnam,2006,49.019196
VNM,Vietnam,2007,49.579193
VNM,Vietnam,2008,50.137768
VNM,Vietnam,2009,50.69552
VNM,Vietnam,2010,51.256012
VNM,Vietnam,2011,51.81474
VNM,Vietnam,2012,52.37195
VNM,Vietnam,2013,52.92625
VNM,Vietnam,2014,53.478878
VNM,Vietnam,2015,54.029423
VNM,Vietnam,2016,54.577488
VNM,Vietnam,2017,55.121456
VNM,Vietnam,2018,55.66161
VNM,Vietnam,2019,56.197914
VNM,Vietnam,2020,56.73035
VNM,Vietnam,2021,57.257984
VNM,Vietnam,2022,57.78141
WLF,Wallis and Futuna,2000,69.1463
WLF,Wallis and Futuna,2001,69.1463
WLF,Wallis and Futuna,2002,69.13302
WLF,Wallis and Futuna,2003,69.11973
WLF,Wallis and Futuna,2004,69.106445
WLF,Wallis and Futuna,2005,69.093155
WLF,Wallis and Futuna,2006,69.07987
WLF,Wallis and Futuna,2007,69.06658
WLF,Wallis and Futuna,2008,69.0533
WLF,Wallis and Futuna,2009,69.040016
WLF,Wallis and Futuna,2010,69.026726
WLF,Wallis and Futuna,2011,69.01344
WLF,Wallis and Futuna,2012,69.00015
WLF,Wallis and Futuna,2013,68.98687
WLF,Wallis and Futuna,2014,68.97358
WLF,Wallis and Futuna,2015,68.9603
WLF,Wallis and Futuna,2016,68.94701
WLF,Wallis and Futuna,2017,68.93372
WLF,Wallis and Futuna,2018,68.92043
WLF,Wallis and Futuna,2019,68.90715
WLF,Wallis and Futuna,2020,68.89386
WLF,Wallis and Futuna,2021,68.88058
WLF,Wallis and Futuna,2022,68.88058
OWID_WRL,World,2000,60.81622
OWID_WRL,World,2001,61.130203
OWID_WRL,World,2002,61.798283
OWID_WRL,World,2003,62.363247
OWID_WRL,World,2004,62.965595
OWID_WRL,World,2005,63.655815
OWID_WRL,World,2006,63.95269
OWID_WRL,World,2007,64.634
OWID_WRL,World,2008,64.879715
OWID_WRL,World,2009,65.397385
OWID_WRL,World,2010,65.897514
OWID_WRL,World,2011,66.42658
OWID_WRL,World,2012,67.05405
OWID_WRL,World,2013,67.71787
OWID_WRL,World,2014,68.38146
OWID_WRL,World,2015,69.0584
OWID_WRL,World,2016,69.72374
OWID_WRL,World,2017,70.3804
OWID_WRL,World,2018,71.02424
OWID_WRL,World,2019,71.65622
OWID_WRL,World,2020,72.25363
OWID_WRL,World,2021,72.491714
OWID_WRL,World,2022,72.927155
ZWE,Zimbabwe,2000,29.193327
ZWE,Zimbabwe,2001,29.344763
ZWE,Zimbabwe,2002,29.475264
ZWE,Zimbabwe,2003,29.447128
ZWE,Zimbabwe,2004,29.389412
ZWE,Zimbabwe,2005,29.194473
ZWE,Zimbabwe,2006,28.99888
ZWE,Zimbabwe,2007,28.803019
ZWE,Zimbabwe,2008,28.606516
ZWE,Zimbabwe,2009,28.409765
ZWE,Zimbabwe,2010,28.212395
ZWE,Zimbabwe,2011,28.014801
ZWE,Zimbabwe,2012,27.816599
ZWE,Zimbabwe,2013,27.6182
ZWE,Zimbabwe,2014,27.43137
ZWE,Zimbabwe,2015,27.256817
ZWE,Zimbabwe,2016,27.094454
ZWE,Zimbabwe,2017,26.944588
ZWE,Zimbabwe,2018,26.807938
ZWE,Zimbabwe,2019,26.683977
ZWE,Zimbabwe,2020,26.573847
ZWE,Zimbabwe,2021,26.476995
ZWE,Zimbabwe,2022,26.516428
